id,date,age,comuna_id,level,age_range,online
2123660,,58,10404,Media incompleta (incluyendo Media Técnica),45-60,False
2124357,09-12-2019,50,1,Media completa. Técnica incompleta,45-60,False
2124607,,58,10404,Básica completa,45-60,False
2682519,23-12-2019,63,13401,Media completa. Técnica incompleta,>=60,False
2687907,24-12-2019,25,13201,Universitaria incompleta. Técnica completa,15-30,False
2689524,18-12-2019,62,13401,Básica completa,>=60,False
2689603,18-12-2019,58,13401,Educación básica incompleta o inferior,45-60,False
2689741,18-12-2019,64,13401,Educación básica incompleta o inferior,>=60,False
2728637,08-01-2020,52,13132,Técnica completa,45-60,False
2728808,08-01-2020,23,13132,Universitaria incompleta. Técnica completa,15-30,False
2728967,,,13132,Media incompleta (incluyendo Media Técnica),0-15,False
2740587,09-02-2020,52,13114,Técnica completa,45-60,False
2765038,10-01-2020,35,13120,Universitaria completa,30-45,False
2765108,10-01-2020,29,13114,Universitaria incompleta. Técnica completa,15-30,False
2765181,10-01-2020,54,13114,Técnica completa,45-60,False
2765260,10-01-2020,38,13115,Técnica completa,30-45,False
2765309,10-01-2020,38,13502,Técnica completa,30-45,False
2770106,10-01-2020,25,13501,Universitaria incompleta. Técnica completa,15-30,False
2770254,10-01-2020,55,13113,Técnica completa,45-60,False
2770347,10-01-2020,37,13130,Media completa. Técnica incompleta,30-45,False
2770531,10-01-2020,35,13120,Técnica completa,30-45,False
2770646,10-01-2020,66,13121,Técnica completa,>=60,False
2770698,10-01-2020,34,13101,Universitaria completa,30-45,False
2770884,10-01-2020,25,13119,Universitaria incompleta. Técnica completa,15-30,False
2770956,10-01-2020,,13120,Universitaria incompleta. Técnica completa,0-15,False
2771127,10-01-2020,47,13101,Técnica completa,45-60,False
2778789,,,1,,0-15,False
2779131,10-01-2020,31,13101,Técnica completa,30-45,False
2779249,10-01-2020,33,13120,Técnica completa,30-45,False
2779266,10-01-2020,65,13115,Técnica completa,>=60,False
2781197,,,1,,0-15,False
2781888,,,1,,0-15,False
2781965,,,1,,0-15,False
2789733,10-01-2020,63,4304,Básica completa,>=60,False
2795619,,,1,,0-15,False
2795773,,,1,,0-15,False
2798249,14-01-2020,43,12301,Técnica completa,30-45,False
2799118,,,1,,0-15,False
2801976,,,1,,0-15,False
2801985,12-01-2020,23,4301,Universitaria incompleta. Técnica completa,15-30,False
2802027,14-01-2020,35,3301,Técnica completa,30-45,False
2802582,12-01-2020,54,1,Universitaria incompleta. Técnica completa,45-60,False
2803091,10-01-2020,66,4301,Universitaria incompleta. Técnica completa,>=60,False
2803115,09-01-2020,47,4301,Media completa. Técnica incompleta,45-60,False
2804975,14-01-2020,33,1401,Media completa. Técnica incompleta,30-45,False
2810733,13-01-2020,27,4301,,15-30,False
2810793,10-01-2020,76,1,Educación básica incompleta o inferior,>=60,False
2811264,15-01-2020,66,3304,Técnica completa,>=60,False
2811509,14-01-2020,65,3304,Universitaria incompleta. Técnica completa,>=60,False
2811514,13-01-2020,70,4301,Media completa. Técnica incompleta,>=60,False
2811843,06-01-2020,27,10301,Media completa. Técnica incompleta,15-30,False
2811891,,,1,,0-15,False
2811945,,,1,,0-15,False
2812064,12-01-2020,56,4301,Técnica completa,45-60,False
2812572,10-01-2020,52,4301,Media incompleta (incluyendo Media Técnica),45-60,False
2812683,09-01-2020,29,4301,Técnica completa,15-30,False
2812775,09-01-2020,30,4301,Media incompleta (incluyendo Media Técnica),30-45,False
2812886,10-01-2020,55,4301,Educación básica incompleta o inferior,45-60,False
2813041,10-01-2020,26,4301,Media completa. Técnica incompleta,15-30,False
2813180,09-01-2020,46,4301,Técnica completa,45-60,False
2813189,06-01-2020,50,10301,Media completa. Técnica incompleta,45-60,False
2813313,09-01-2020,61,1,Universitaria incompleta. Técnica completa,>=60,False
2814015,06-01-2020,30,1,Media completa. Técnica incompleta,30-45,False
2814038,14-01-2020,65,10401,Media completa. Técnica incompleta,>=60,False
2814922,07-01-2020,52,1,Media completa. Técnica incompleta,45-60,False
2815057,07-01-2020,48,1,Media completa. Técnica incompleta,45-60,False
2815249,14-01-2020,54,10401,Media incompleta (incluyendo Media Técnica),45-60,False
2815322,,50,1,Media incompleta (incluyendo Media Técnica),45-60,False
2815454,14-01-2020,23,10401,Técnica completa,15-30,False
2815508,14-01-2020,65,10401,Universitaria incompleta. Técnica completa,>=60,False
2815586,,64,1,Educación básica incompleta o inferior,>=60,False
2815786,06-02-2020,30,10301,Media completa. Técnica incompleta,30-45,False
2815943,14-01-2020,21,10101,Media completa. Técnica incompleta,15-30,False
2815960,15-01-2020,22,13105,Media incompleta (incluyendo Media Técnica),15-30,False
2815971,,,15201,Técnica completa,0-15,False
2815996,15-01-2020,46,12101,,45-60,False
2816062,02-01-2020,,1,Universitaria incompleta. Técnica completa,0-15,False
2816109,14-01-2020,62,10402,Media completa. Técnica incompleta,>=60,False
2816265,14-01-2020,26,10404,Universitaria incompleta. Técnica completa,15-30,False
2816355,14-01-2020,18,10404,Media incompleta (incluyendo Media Técnica),15-30,False
2816521,01-01-2020,44,10404,Básica completa,30-45,False
2816624,14-01-2020,55,10404,Técnica completa,45-60,False
2816721,14-01-2020,49,10404,Básica completa,45-60,False
2816806,01-01-2020,64,10404,Media incompleta (incluyendo Media Técnica),>=60,False
2817619,15-01-2020,52,4301,Media incompleta (incluyendo Media Técnica),45-60,False
2817646,15-01-2020,41,13105,Básica completa,30-45,False
2817823,10-01-2020,61,4301,Técnica completa,>=60,False
2817956,10-01-2020,40,4301,Media completa. Técnica incompleta,30-45,False
2818081,09-01-2020,35,4301,Universitaria incompleta. Técnica completa,30-45,False
2818160,13-01-2020,61,4301,Media completa. Técnica incompleta,>=60,False
2818446,,,1,,0-15,False
2818548,15-01-2020,58,4301,Universitaria incompleta. Técnica completa,45-60,False
2818559,,,1,,0-15,False
2818664,10-01-2020,54,4301,Básica completa,45-60,False
2818715,,,1,,0-15,False
2818779,,,1,,0-15,False
2818833,09-01-2020,44,4301,Media completa. Técnica incompleta,30-45,False
2818926,10-01-2020,63,4301,Básica completa,>=60,False
2819027,13-01-2020,62,4301,,>=60,False
2819051,12-01-2020,42,4301,Media completa. Técnica incompleta,30-45,False
2819141,13-01-2020,61,4301,Técnica completa,>=60,False
2819184,12-01-2020,68,4301,Técnica completa,>=60,False
2819264,13-01-2020,46,4301,Técnica completa,45-60,False
2819292,12-01-2020,46,4301,Técnica completa,45-60,False
2819413,12-01-2020,40,4301,Técnica completa,30-45,False
2819875,15-01-2020,53,13105,Media completa. Técnica incompleta,45-60,False
2820030,15-01-2020,43,3301,Técnica completa,30-45,False
2820075,15-01-2020,29,10404,Media completa. Técnica incompleta,15-30,False
2820234,15-01-2020,46,10404,Educación básica incompleta o inferior,45-60,False
2820329,,68,10404,Técnica completa,>=60,False
2820378,20-01-2020,26,10404,Básica completa,15-30,False
2820483,11-01-2020,62,4301,Educación básica incompleta o inferior,>=60,False
2820486,13-01-2020,38,6101,Universitaria completa,30-45,False
2820537,02-01-2020,33,1,Universitaria incompleta. Técnica completa,30-45,False
2820697,02-01-2020,65,10303,Educación básica incompleta o inferior,>=60,False
2820700,,52,4301,Media completa. Técnica incompleta,45-60,False
2822372,15-01-2020,28,11201,Técnica completa,15-30,False
2822459,13-01-2020,54,10404,Educación básica incompleta o inferior,45-60,False
2822474,13-01-2020,30,4301,Universitaria incompleta. Técnica completa,30-45,False
2822641,16-01-2020,52,6106,Universitaria completa,45-60,False
2822678,,42,6101,Universitaria completa,30-45,False
2822687,10-01-2020,38,4301,Técnica completa,30-45,False
2822700,15-01-2020,61,6201,Universitaria incompleta. Técnica completa,>=60,False
2822811,13-01-2020,40,6101,Universitaria incompleta. Técnica completa,30-45,False
2822862,14-01-2020,39,6206,Técnica completa,30-45,False
2822883,13-01-2020,40,6101,Técnica completa,30-45,False
2822886,02-01-2020,30,1,Media completa. Técnica incompleta,30-45,False
2822893,,,1,,0-15,False
2822942,,38,6101,Técnica completa,30-45,False
2822951,10-01-2020,28,4301,Técnica completa,15-30,False
2822959,14-01-2020,24,6201,Técnica completa,15-30,False
2822982,14-01-2020,24,6201,Universitaria incompleta. Técnica completa,15-30,False
2822992,07-01-2020,19,4301,Universitaria incompleta. Técnica completa,15-30,False
2822995,14-01-2020,36,6101,Técnica completa,30-45,False
2823047,14-01-2020,60,4301,Media incompleta (incluyendo Media Técnica),>=60,False
2823078,14-01-2020,53,4304,Media incompleta (incluyendo Media Técnica),45-60,False
2823097,06-01-2020,46,1,Básica completa,45-60,False
2823149,15-01-2020,61,6109,Universitaria incompleta. Técnica completa,>=60,False
2823181,15-01-2020,65,6109,Educación básica incompleta o inferior,>=60,False
2823208,,65,6109,Básica completa,>=60,False
2823219,09-01-2020,90,13601,Educación básica incompleta o inferior,>=60,False
2823228,,46,1,Educación básica incompleta o inferior,45-60,False
2823250,,,1,,0-15,False
2823281,15-01-2020,53,1,Básica completa,45-60,False
2823306,15-01-2020,52,6109,Educación básica incompleta o inferior,45-60,False
2823342,15-01-2020,54,6109,Media completa. Técnica incompleta,45-60,False
2823395,15-01-2020,53,6109,Media completa. Técnica incompleta,45-60,False
2823418,,,1,,0-15,False
2823428,15-01-2020,42,6109,Educación básica incompleta o inferior,30-45,False
2823430,09-01-2020,82,13127,Educación básica incompleta o inferior,>=60,False
2823459,09-01-2020,,13601,Básica completa,0-15,False
2823512,15-01-2020,36,6109,Media completa. Técnica incompleta,30-45,False
2823562,,62,6101,Técnica completa,>=60,False
2823633,10-01-2020,82,13301,Básica completa,>=60,False
2823674,09-01-2020,82,1,Media completa. Técnica incompleta,>=60,False
2823721,09-01-2020,80,13601,Básica completa,>=60,False
2823745,09-01-2020,75,13601,Media incompleta (incluyendo Media Técnica),>=60,False
2823770,10-01-2020,81,13303,Básica completa,>=60,False
2823797,,,1,,0-15,False
2823822,09-01-2020,83,13601,Educación básica incompleta o inferior,>=60,False
2823845,09-01-2020,77,13601,Educación básica incompleta o inferior,>=60,False
2823893,09-01-2020,74,13601,Básica completa,>=60,False
2823921,09-01-2020,80,13601,Educación básica incompleta o inferior,>=60,False
2823969,10-01-2020,72,13302,Básica completa,>=60,False
2823991,10-01-2020,72,13302,Media incompleta (incluyendo Media Técnica),>=60,False
2824017,09-01-2020,83,13601,Educación básica incompleta o inferior,>=60,False
2824109,10-01-2020,73,13104,Universitaria completa,>=60,False
2824157,10-01-2020,73,13127,Técnica completa,>=60,False
2824185,10-01-2020,73,13104,Media completa. Técnica incompleta,>=60,False
2824233,,72,13103,,>=60,False
2824257,10-01-2020,74,13128,Educación básica incompleta o inferior,>=60,False
2824298,09-01-2020,77,13601,Básica completa,>=60,False
2824350,09-01-2020,74,13601,Básica completa,>=60,False
2824384,09-01-2020,74,13601,Básica completa,>=60,False
2824411,09-01-2020,74,13601,Educación básica incompleta o inferior,>=60,False
2824428,15-01-2020,29,13105,Media incompleta (incluyendo Media Técnica),15-30,False
2824452,10-01-2020,71,13118,Media completa. Técnica incompleta,>=60,False
2824497,15-01-2020,29,13105,Media incompleta (incluyendo Media Técnica),15-30,False
2824553,09-01-2020,74,13601,,>=60,False
2824573,10-01-2020,73,13103,Educación básica incompleta o inferior,>=60,False
2824601,10-01-2020,71,13103,Educación básica incompleta o inferior,>=60,False
2824611,,,1,,0-15,False
2824638,10-01-2020,68,1,Educación básica incompleta o inferior,>=60,False
2824658,10-01-2020,69,13120,Universitaria completa,>=60,False
2824692,10-01-2020,,13103,Media completa. Técnica incompleta,0-15,False
2824734,15-01-2020,25,13105,Básica completa,15-30,False
2824746,,69,13103,,>=60,False
2824777,09-01-2020,62,13120,Media completa. Técnica incompleta,>=60,False
2824792,09-01-2020,68,13401,Universitaria incompleta. Técnica completa,>=60,False
2824812,10-01-2020,67,13126,Media incompleta (incluyendo Media Técnica),>=60,False
2824833,10-01-2020,66,13102,Básica completa,>=60,False
2824853,10-01-2020,62,13118,Universitaria incompleta. Técnica completa,>=60,False
2824869,,,13114,Universitaria incompleta. Técnica completa,0-15,False
2825058,09-01-2020,63,13127,Media completa. Técnica incompleta,>=60,False
2825064,13-01-2020,88,13109,Media completa. Técnica incompleta,>=60,False
2825127,10-01-2020,79,13128,Educación básica incompleta o inferior,>=60,False
2825256,09-01-2020,70,13120,Media incompleta (incluyendo Media Técnica),>=60,False
2825459,13-01-2020,82,13116,Media completa. Técnica incompleta,>=60,False
2825530,13-01-2020,81,13401,Media completa. Técnica incompleta,>=60,False
2825578,13-01-2020,75,13127,Media completa. Técnica incompleta,>=60,False
2825602,13-01-2020,80,13401,Media incompleta (incluyendo Media Técnica),>=60,False
2825628,13-01-2020,72,13101,Media completa. Técnica incompleta,>=60,False
2825666,13-01-2020,65,13109,Universitaria incompleta. Técnica completa,>=60,False
2825688,15-01-2020,40,15201,Universitaria incompleta. Técnica completa,30-45,False
2825693,12-01-2020,29,13114,Técnica completa,15-30,False
2836045,15-01-2020,79,3304,Educación básica incompleta o inferior,>=60,False
2836089,15-01-2020,48,3304,Media completa. Técnica incompleta,45-60,False
2836128,15-01-2020,51,3304,Media incompleta (incluyendo Media Técnica),45-60,False
2836171,15-01-2020,52,3304,Básica completa,45-60,False
2836245,15-01-2020,36,3304,Técnica completa,30-45,False
2836276,07-01-2020,40,4301,Básica completa,30-45,False
2836354,15-01-2020,71,1,Educación básica incompleta o inferior,>=60,False
2836407,15-01-2020,53,3304,Media completa. Técnica incompleta,45-60,False
2836415,13-01-2020,41,10101,Media completa. Técnica incompleta,30-45,False
2836428,16-01-2020,64,10404,Educación básica incompleta o inferior,>=60,False
2836493,13-01-2020,40,10101,Técnica completa,30-45,False
2836570,13-01-2020,45,10101,Técnica completa,45-60,False
2836656,,62,10101,Media incompleta (incluyendo Media Técnica),>=60,False
2836777,13-01-2020,37,10105,Universitaria completa,30-45,False
2836915,15-01-2020,36,10109,Técnica completa,30-45,False
2836998,13-01-2020,,1,Básica completa,0-15,False
2837073,08-01-2020,79,4301,Media completa. Técnica incompleta,>=60,False
2837093,10-01-2020,59,10101,Técnica completa,45-60,False
2837172,,,1,,0-15,False
2837275,,32,10101,Técnica completa,30-45,False
2837288,08-01-2020,68,4301,Media completa. Técnica incompleta,>=60,False
2837440,14-01-2020,48,10101,Media completa. Técnica incompleta,45-60,False
2837454,13-01-2020,50,4301,Técnica completa,45-60,False
2837509,08-01-2020,85,1,Universitaria incompleta. Técnica completa,>=60,False
2837527,15-01-2020,65,11201,Educación básica incompleta o inferior,>=60,False
2837547,14-01-2020,41,4301,Técnica completa,30-45,False
2837573,14-01-2020,26,10101,Media completa. Técnica incompleta,15-30,False
2837601,08-01-2020,32,4303,Básica completa,30-45,False
2837645,13-01-2020,63,1,,>=60,False
2837656,15-01-2020,70,11201,Media incompleta (incluyendo Media Técnica),>=60,False
2837667,14-01-2020,26,10101,Técnica completa,15-30,False
2837693,08-01-2020,28,4301,Universitaria completa,15-30,False
2837755,14-01-2020,42,10101,Media completa. Técnica incompleta,30-45,False
2837841,08-01-2020,42,1,Básica completa,30-45,False
2838048,13-01-2020,32,10107,Universitaria incompleta. Técnica completa,30-45,False
2838065,15-01-2020,29,11201,Universitaria incompleta. Técnica completa,15-30,False
2838097,13-01-2020,23,10107,Técnica completa,15-30,False
2838105,15-01-2020,31,1,Universitaria completa,30-45,False
2838159,08-01-2020,57,4101,Técnica completa,45-60,False
2838174,15-01-2020,51,11201,Básica completa,45-60,False
2838207,15-01-2020,22,11201,Media completa. Técnica incompleta,15-30,False
2838283,08-01-2020,45,4301,Universitaria completa,45-60,False
2838294,18-01-2020,21,10101,Media incompleta (incluyendo Media Técnica),15-30,False
2838364,13-01-2020,36,10101,Universitaria completa,30-45,False
2838438,15-01-2020,69,11201,Básica completa,>=60,False
2838443,15-01-2020,57,5601,Universitaria incompleta. Técnica completa,45-60,False
2838502,,,1,,0-15,False
2838523,15-01-2020,64,5601,Universitaria incompleta. Técnica completa,>=60,False
2838542,15-01-2020,79,11201,Educación básica incompleta o inferior,>=60,False
2838563,08-01-2020,25,4301,Educación básica incompleta o inferior,15-30,False
2838646,08-01-2020,87,4301,Básica completa,>=60,False
2838703,08-01-2020,64,4301,Técnica completa,>=60,False
2838716,16-01-2020,46,4301,Media completa. Técnica incompleta,45-60,False
2838742,13-01-2020,38,10109,Básica completa,30-45,False
2838851,09-01-2020,36,4301,Media completa. Técnica incompleta,30-45,False
2838925,13-01-2020,62,10101,Media completa. Técnica incompleta,>=60,False
2838975,09-01-2020,38,5401,Media completa. Técnica incompleta,30-45,False
2838997,,45,4301,Técnica completa,45-60,False
2839139,09-01-2020,34,5401,Media completa. Técnica incompleta,30-45,False
2839150,09-01-2020,30,10101,Media incompleta (incluyendo Media Técnica),30-45,False
2839164,15-01-2020,29,5601,Técnica completa,15-30,False
2839209,,,1,,0-15,False
2839212,09-01-2020,38,5401,Universitaria incompleta. Técnica completa,30-45,False
2839235,14-01-2020,47,10101,Universitaria incompleta. Técnica completa,45-60,False
2839286,13-01-2020,56,4301,Básica completa,45-60,False
2839437,09-01-2020,61,5401,Media incompleta (incluyendo Media Técnica),>=60,False
2839448,13-01-2020,50,4301,Educación básica incompleta o inferior,45-60,False
2839501,09-01-2020,53,5401,Universitaria completa,45-60,False
2839511,,,10107,Técnica completa,0-15,False
2839633,09-01-2020,56,5401,Educación básica incompleta o inferior,45-60,False
2839693,13-04-2020,30,4304,Media incompleta (incluyendo Media Técnica),30-45,False
2839708,09-01-2020,22,5405,Universitaria incompleta. Técnica completa,15-30,False
2839759,14-01-2020,19,10101,Media completa. Técnica incompleta,15-30,False
2839884,13-01-2020,55,4304,Básica completa,45-60,False
2840054,09-01-2020,28,5109,Técnica completa,15-30,False
2840095,14-01-2020,40,4301,,30-45,False
2840110,09-01-2020,57,5404,Media completa. Técnica incompleta,45-60,False
2840152,09-01-2020,81,5401,Educación básica incompleta o inferior,>=60,False
2840188,02-01-2020,27,5502,Universitaria incompleta. Técnica completa,15-30,False
2840238,09-01-2020,,1,Media incompleta (incluyendo Media Técnica),0-15,False
2840422,08-01-2020,45,10101,Media completa. Técnica incompleta,45-60,False
2840759,08-01-2020,73,10101,Media incompleta (incluyendo Media Técnica),>=60,False
2840870,08-01-2020,18,10101,Media completa. Técnica incompleta,15-30,False
2840974,,66,10101,,>=60,False
2841038,14-01-2020,80,4301,Educación básica incompleta o inferior,>=60,False
2841118,14-01-2020,44,4301,Universitaria incompleta. Técnica completa,30-45,False
2841157,14-01-2020,39,4301,Educación básica incompleta o inferior,30-45,False
2841211,14-01-2020,20,4301,Universitaria incompleta. Técnica completa,15-30,False
2841258,14-01-2020,43,4301,Media completa. Técnica incompleta,30-45,False
2841295,14-01-2020,45,4301,Media completa. Técnica incompleta,45-60,False
2841297,09-01-2020,17,10101,Universitaria incompleta. Técnica completa,15-30,False
2841341,14-01-2020,41,4301,Media completa. Técnica incompleta,30-45,False
2841375,14-01-2020,50,4301,Media completa. Técnica incompleta,45-60,False
2841414,14-01-2020,31,4301,Educación básica incompleta o inferior,30-45,False
2841456,14-01-2020,18,4301,Media completa. Técnica incompleta,15-30,False
2841512,09-01-2020,21,10101,Universitaria incompleta. Técnica completa,15-30,False
2841753,08-01-2020,68,10101,Media completa. Técnica incompleta,>=60,False
2841833,08-01-2020,71,10101,Educación básica incompleta o inferior,>=60,False
2841868,14-01-2020,58,4301,Técnica completa,45-60,False
2841929,14-01-2020,20,4301,Media completa. Técnica incompleta,15-30,False
2841972,08-01-2020,78,10105,Educación básica incompleta o inferior,>=60,False
2841982,14-01-2020,15,4301,Media incompleta (incluyendo Media Técnica),15-30,False
2842033,15-01-2020,,4301,Media completa. Técnica incompleta,0-15,False
2842040,08-01-2020,26,10101,Universitaria incompleta. Técnica completa,15-30,False
2842094,15-01-2020,,4301,Media completa. Técnica incompleta,0-15,False
2842147,15-01-2020,48,4301,Media incompleta (incluyendo Media Técnica),45-60,False
2842184,,28,10101,Media completa. Técnica incompleta,15-30,False
2842224,15-01-2020,40,4301,Universitaria incompleta. Técnica completa,30-45,False
2842268,08-01-2020,42,10101,Media completa. Técnica incompleta,30-45,False
2842278,15-01-2020,41,4301,Media completa. Técnica incompleta,30-45,False
2842334,15-01-2020,64,4301,Básica completa,>=60,False
2842381,16-01-2020,25,4301,Universitaria incompleta. Técnica completa,15-30,False
2842394,07-01-2020,65,10101,Media completa. Técnica incompleta,>=60,False
2842524,,,1,,0-15,False
2842630,08-01-2020,10,10101,Media completa. Técnica incompleta,0-15,False
2842783,08-01-2020,38,10101,Educación básica incompleta o inferior,30-45,False
2842921,16-01-2020,41,6101,Técnica completa,30-45,False
2842939,15-01-2020,35,6101,Técnica completa,30-45,False
2842999,15-01-2020,27,6101,Técnica completa,15-30,False
2843016,14-01-2020,26,6101,Media completa. Técnica incompleta,15-30,False
2843044,14-01-2020,62,6101,Técnica completa,>=60,False
2843088,14-01-2020,35,6101,Técnica completa,30-45,False
2843103,08-01-2020,37,10102,Media completa. Técnica incompleta,30-45,False
2843198,08-01-2020,44,10101,Media incompleta (incluyendo Media Técnica),30-45,False
2843204,14-01-2020,59,6101,Media completa. Técnica incompleta,45-60,False
2843232,14-01-2020,28,6101,Técnica completa,15-30,False
2843260,14-01-2020,28,6101,Técnica completa,15-30,False
2843398,15-01-2020,45,6108,Técnica completa,45-60,False
2843433,14-01-2020,34,6108,Técnica completa,30-45,False
2843451,15-01-2020,36,6108,Universitaria completa,30-45,False
2843467,07-01-2020,34,10109,Técnica completa,30-45,False
2843477,14-01-2020,34,6108,Técnica completa,30-45,False
2843502,15-01-2020,40,6110,Técnica completa,30-45,False
2843563,15-01-2020,32,6307,Media completa. Técnica incompleta,30-45,False
2843589,15-01-2020,72,6307,Educación básica incompleta o inferior,>=60,False
2843615,15-01-2020,74,6307,Educación básica incompleta o inferior,>=60,False
2843642,,,1,,0-15,False
2843666,15-01-2020,69,6307,Básica completa,>=60,False
2843687,15-01-2020,72,6307,Media completa. Técnica incompleta,>=60,False
2843703,,51,6307,Universitaria incompleta. Técnica completa,45-60,False
2843724,15-01-2020,43,6307,Media incompleta (incluyendo Media Técnica),30-45,False
2843739,15-01-2020,52,6307,Educación básica incompleta o inferior,45-60,False
2843763,15-01-2020,68,6307,Técnica completa,>=60,False
2843789,15-01-2020,45,6307,Educación básica incompleta o inferior,45-60,False
2843816,15-01-2020,56,6307,Universitaria incompleta. Técnica completa,45-60,False
2843832,15-01-2020,70,6307,,>=60,False
2843857,15-01-2020,68,6307,Universitaria incompleta. Técnica completa,>=60,False
2843869,15-01-2020,53,6307,Media completa. Técnica incompleta,45-60,False
2843887,15-01-2020,47,6307,Básica completa,45-60,False
2843902,15-01-2020,52,6307,Universitaria incompleta. Técnica completa,45-60,False
2843918,15-01-2020,30,6307,Básica completa,30-45,False
2843932,15-01-2020,38,6307,Básica completa,30-45,False
2843952,15-01-2020,57,6307,Media incompleta (incluyendo Media Técnica),45-60,False
2843962,15-01-2020,57,6307,Media incompleta (incluyendo Media Técnica),45-60,False
2843981,15-01-2020,70,6307,Educación básica incompleta o inferior,>=60,False
2843992,15-01-2020,65,6307,Educación básica incompleta o inferior,>=60,False
2844035,14-01-2020,80,6310,Educación básica incompleta o inferior,>=60,False
2844049,14-01-2020,75,6310,Educación básica incompleta o inferior,>=60,False
2844061,14-01-2020,73,6310,Educación básica incompleta o inferior,>=60,False
2844078,14-01-2020,70,6310,Educación básica incompleta o inferior,>=60,False
2844101,14-01-2020,47,6310,Media completa. Técnica incompleta,45-60,False
2844114,14-01-2020,53,6310,Educación básica incompleta o inferior,45-60,False
2844133,14-01-2020,65,6310,Educación básica incompleta o inferior,>=60,False
2844148,14-01-2020,74,6310,Media completa. Técnica incompleta,>=60,False
2844161,14-01-2020,61,6310,Educación básica incompleta o inferior,>=60,False
2844176,,,1,Técnica completa,0-15,False
2844194,14-01-2020,72,6310,Básica completa,>=60,False
2844217,,33,6106,Técnica completa,30-45,False
2845464,07-01-2020,33,10101,Técnica completa,30-45,False
2845671,,42,10101,Media completa. Técnica incompleta,30-45,False
2845766,14-01-2020,49,10402,Técnica completa,45-60,False
2845824,07-01-2020,16,10101,Media incompleta (incluyendo Media Técnica),15-30,False
2845872,07-01-2020,20,10108,Universitaria incompleta. Técnica completa,15-30,False
2845922,07-01-2020,,10109,Universitaria incompleta. Técnica completa,0-15,False
2845966,,49,10101,Técnica completa,45-60,False
2846069,,31,10101,Media completa. Técnica incompleta,30-45,False
2846073,14-01-2020,24,6101,Técnica completa,15-30,False
2846292,08-01-2020,52,10104,Universitaria completa,45-60,False
2846367,16-01-2020,51,14101,Universitaria incompleta. Técnica completa,45-60,False
2846492,16-01-2020,38,6108,Técnica completa,30-45,False
2846503,16-01-2020,50,1,Universitaria incompleta. Técnica completa,45-60,False
2846519,14-01-2020,61,6101,Media completa. Técnica incompleta,>=60,False
2846538,13-01-2020,27,10101,Universitaria incompleta. Técnica completa,15-30,False
2846541,14-01-2020,58,6101,Universitaria incompleta. Técnica completa,45-60,False
2846550,14-01-2020,39,6101,Técnica completa,30-45,False
2846563,14-01-2020,43,6101,Universitaria incompleta. Técnica completa,30-45,False
2846578,14-01-2020,26,6101,Técnica completa,15-30,False
2846596,16-01-2020,38,6101,Técnica completa,30-45,False
2846608,09-01-2020,34,1,Básica completa,30-45,False
2846613,14-01-2020,38,6101,Técnica completa,30-45,False
2846630,,,1,Técnica completa,0-15,False
2846645,16-01-2020,35,6101,Técnica completa,30-45,False
2846647,13-01-2020,28,10101,Media completa. Técnica incompleta,15-30,False
2846661,,,1,,0-15,False
2846670,01-01-2020,49,6101,Universitaria incompleta. Técnica completa,45-60,False
2846683,14-01-2020,69,6101,Técnica completa,>=60,False
2846699,07-01-2020,51,10101,Media completa. Técnica incompleta,45-60,False
2846708,14-01-2020,34,6101,Media completa. Técnica incompleta,30-45,False
2846725,15-01-2020,49,6101,Técnica completa,45-60,False
2846741,15-01-2020,,6101,Media completa. Técnica incompleta,0-15,False
2846759,14-01-2020,34,5101,Técnica completa,30-45,False
2846778,14-01-2020,43,6101,Técnica completa,30-45,False
2846794,08-01-2020,36,10101,Universitaria incompleta. Técnica completa,30-45,False
2846805,14-01-2020,40,6101,Universitaria completa,30-45,False
2846808,13-01-2020,91,13103,Educación básica incompleta o inferior,>=60,False
2846831,14-01-2020,26,6101,Técnica completa,15-30,False
2846842,08-01-2020,67,10101,Básica completa,>=60,False
2846854,14-01-2020,22,6101,Universitaria incompleta. Técnica completa,15-30,False
2846873,14-01-2020,31,6101,Técnica completa,30-45,False
2846876,13-01-2020,84,13103,Media incompleta (incluyendo Media Técnica),>=60,False
2846879,15-01-2020,62,4302,Media incompleta (incluyendo Media Técnica),>=60,False
2846893,14-01-2020,40,6101,Técnica completa,30-45,False
2846902,08-01-2020,58,10101,Media completa. Técnica incompleta,45-60,False
2846914,14-01-2020,55,6101,Media completa. Técnica incompleta,45-60,False
2846916,13-01-2020,85,13103,Media completa. Técnica incompleta,>=60,False
2846939,14-01-2020,38,6101,Universitaria incompleta. Técnica completa,30-45,False
2846956,14-01-2020,29,6101,Técnica completa,15-30,False
2846976,14-01-2020,,6101,Técnica completa,0-15,False
2846992,14-01-2020,40,6101,Técnica completa,30-45,False
2847007,14-01-2020,44,6101,Técnica completa,30-45,False
2847029,14-01-2020,34,5101,Universitaria completa,30-45,False
2847052,16-01-2020,53,6101,Técnica completa,45-60,False
2847090,13-01-2020,85,13103,Educación básica incompleta o inferior,>=60,False
2847120,13-01-2020,81,13103,Media completa. Técnica incompleta,>=60,False
2847142,13-01-2020,79,13103,Educación básica incompleta o inferior,>=60,False
2847165,10-01-2020,51,10101,Media incompleta (incluyendo Media Técnica),45-60,False
2847168,13-01-2020,73,13103,Educación básica incompleta o inferior,>=60,False
