id,date,age,comuna_id,level,age_range,online
3194108,22-01-2020,,10101,Media completa. Técnica incompleta,0-15,False
3194149,24-01-2020,45,10101,,45-60,False
3194154,25-01-2020,,13122,Media completa. Técnica incompleta,0-15,False
3194187,22-01-2020,43,1,Media completa. Técnica incompleta,30-45,False
3194222,25-01-2020,,13122,,0-15,False
3194226,21-01-2020,42,10101,Técnica completa,30-45,False
3194253,25-01-2020,,13122,Media incompleta (incluyendo Media Técnica),0-15,False
3194321,29-01-2020,,3301,Media completa. Técnica incompleta,0-15,False
3194323,25-01-2020,,13122,Media completa. Técnica incompleta,0-15,False
3194354,25-01-2020,,13122,Media completa. Técnica incompleta,0-15,False
3194355,29-01-2020,37,10404,Básica completa,30-45,False
3194388,21-01-2020,21,8110,Universitaria incompleta. Técnica completa,15-30,False
3194405,25-01-2020,,13122,Media completa. Técnica incompleta,0-15,False
3194487,28-01-2020,28,14108,Media incompleta (incluyendo Media Técnica),15-30,False
3194493,,28,3301,Universitaria incompleta. Técnica completa,15-30,False
3194530,24-01-2020,56,6101,Media completa. Técnica incompleta,45-60,False
3194537,25-01-2020,,13122,Media incompleta (incluyendo Media Técnica),0-15,False
3194581,25-01-2020,,13122,Media incompleta (incluyendo Media Técnica),0-15,False
3194596,,,1,,0-15,False
3194630,24-01-2020,22,6101,Técnica completa,15-30,False
3194669,,,1,,0-15,False
3194697,,,1,,0-15,False
3194778,29-01-2020,54,3301,Media completa. Técnica incompleta,45-60,False
3194789,25-01-2020,,13122,Media completa. Técnica incompleta,0-15,False
3194854,,,1,,0-15,False
3194863,29-01-2020,69,3301,Media incompleta (incluyendo Media Técnica),>=60,False
3194877,,,1,Media incompleta (incluyendo Media Técnica),0-15,False
3194918,17-01-2020,20,3301,Universitaria incompleta. Técnica completa,15-30,False
3194921,25-01-2020,,1,Media incompleta (incluyendo Media Técnica),0-15,False
3194971,,,1,,0-15,False
3194975,25-01-2020,,13122,Media incompleta (incluyendo Media Técnica),0-15,False
3194977,17-01-2020,25,3301,Técnica completa,15-30,False
3195082,17-01-2020,24,13119,Técnica completa,15-30,False
3196318,,,1,,0-15,False
3196319,,19,16101,Media completa. Técnica incompleta,15-30,False
3196355,21-01-2020,42,10101,Técnica completa,30-45,False
3196493,21-01-2020,60,10101,Técnica completa,>=60,False
3196506,28-01-2020,44,14108,Básica completa,30-45,False
3196552,21-01-2020,37,10101,Media completa. Técnica incompleta,30-45,False
3196616,21-01-2020,,10101,Media incompleta (incluyendo Media Técnica),0-15,False
3196737,21-01-2020,42,10101,Media completa. Técnica incompleta,30-45,False
3196799,,18,16302,Media completa. Técnica incompleta,15-30,False
3196850,28-01-2020,28,14108,Media incompleta (incluyendo Media Técnica),15-30,False
3196856,,21,16101,Universitaria incompleta. Técnica completa,15-30,False
3196916,,,1,Universitaria incompleta. Técnica completa,0-15,False
3196969,,18,16101,Media completa. Técnica incompleta,15-30,False
3197008,,21,16101,Universitaria incompleta. Técnica completa,15-30,False
3197080,21-01-2020,23,16201,Técnica completa,15-30,False
3197130,,23,16101,Universitaria incompleta. Técnica completa,15-30,False
3197169,,23,16101,Universitaria incompleta. Técnica completa,15-30,False
3197232,23-01-2020,,1,,0-15,False
3197233,21-01-2020,22,16303,Universitaria incompleta. Técnica completa,15-30,False
3197285,,22,16302,Universitaria incompleta. Técnica completa,15-30,False
3197329,,22,16305,Universitaria incompleta. Técnica completa,15-30,False
3197377,21-01-2020,19,16101,Universitaria incompleta. Técnica completa,15-30,False
3197415,21-01-2020,21,16101,Universitaria incompleta. Técnica completa,15-30,False
3197427,21-01-2020,25,4301,Media completa. Técnica incompleta,15-30,False
3197471,,,1,,0-15,False
3197537,21-01-2020,19,1,Universitaria incompleta. Técnica completa,15-30,False
3197549,,,1,,0-15,False
3197784,24-01-2020,53,5701,Media incompleta (incluyendo Media Técnica),45-60,False
3197969,,23,16101,Técnica completa,15-30,False
3197999,27-01-2020,31,13106,Media completa. Técnica incompleta,30-45,False
3198029,,,1,,0-15,False
3198038,21-01-2020,54,5701,Técnica completa,45-60,False
3198052,21-01-2020,,1,,0-15,False
3198113,21-01-2020,23,16109,Técnica completa,15-30,False
3198138,29-01-2020,74,13501,Educación básica incompleta o inferior,>=60,False
3198143,28-01-2020,35,14101,Técnica completa,30-45,False
3198146,21-01-2020,20,16202,Media completa. Técnica incompleta,15-30,False
3198147,,,1,,0-15,False
3198162,27-01-2020,37,5701,Técnica completa,30-45,False
3198177,21-01-2020,18,16107,Media completa. Técnica incompleta,15-30,False
3198209,21-01-2020,,1405,,0-15,False
3198240,22-01-2020,20,12101,Técnica completa,15-30,False
3198270,27-01-2020,52,5705,Universitaria incompleta. Técnica completa,45-60,False
3198286,21-01-2020,27,1,Media incompleta (incluyendo Media Técnica),15-30,False
3198341,27-01-2020,27,5705,Media completa. Técnica incompleta,15-30,False
3198351,,,1,,0-15,False
3198373,23-01-2020,,3304,Universitaria incompleta. Técnica completa,0-15,False
3198378,,20,16101,Universitaria incompleta. Técnica completa,15-30,False
3198417,21-01-2020,19,16101,Media completa. Técnica incompleta,15-30,False
3198447,27-01-2020,56,5701,Media completa. Técnica incompleta,45-60,False
3198451,,,1,Universitaria incompleta. Técnica completa,0-15,False
3198466,23-01-2020,,1,Media completa. Técnica incompleta,0-15,False
3198475,25-01-2020,,13122,Media completa. Técnica incompleta,0-15,False
3198542,24-01-2020,25,5701,Universitaria incompleta. Técnica completa,15-30,False
3198568,25-01-2020,,1,Media completa. Técnica incompleta,0-15,False
3198631,18-01-2020,,1,Básica completa,0-15,False
3198650,27-01-2020,22,5701,Universitaria incompleta. Técnica completa,15-30,False
3198679,25-01-2020,25,13301,Técnica completa,15-30,False
3198682,21-01-2020,27,16101,Universitaria incompleta. Técnica completa,15-30,False
3198745,,,1,,0-15,False
3198762,18-01-2020,37,5101,Media completa. Técnica incompleta,30-45,False
3198776,24-01-2020,,1,,0-15,False
3198784,,,13122,Media incompleta (incluyendo Media Técnica),0-15,False
3198798,24-01-2020,,1404,,0-15,False
3198813,25-01-2020,,13122,Media completa. Técnica incompleta,0-15,False
3198814,18-01-2020,29,5101,Universitaria incompleta. Técnica completa,15-30,False
3198851,18-01-2020,58,1,Media completa. Técnica incompleta,45-60,False
3198916,18-01-2020,53,1,Media completa. Técnica incompleta,45-60,False
3198920,23-01-2020,,1404,Media completa. Técnica incompleta,0-15,False
3198954,24-01-2020,,1404,Media completa. Técnica incompleta,0-15,False
3198966,22-01-2020,59,12101,Media completa. Técnica incompleta,45-60,False
3198986,24-01-2020,,1404,Media completa. Técnica incompleta,0-15,False
3199016,21-01-2020,22,1402,Media completa. Técnica incompleta,15-30,False
3199056,21-01-2020,29,1402,Técnica completa,15-30,False
3199318,22-01-2020,53,5401,Universitaria incompleta. Técnica completa,45-60,False
3199394,29-01-2020,69,13501,Técnica completa,>=60,False
3199397,17-01-2020,,5401,Universitaria incompleta. Técnica completa,0-15,False
3199446,17-01-2020,20,5401,Técnica completa,15-30,False
3199502,27-01-2020,,6111,Universitaria incompleta. Técnica completa,0-15,False
3199529,26-01-2020,44,1,Técnica completa,30-45,False
3199542,17-01-2020,52,5401,,45-60,False
3199569,25-01-2020,51,6111,Técnica completa,45-60,False
3199652,27-01-2020,44,6116,Universitaria incompleta. Técnica completa,30-45,False
3199658,17-01-2020,31,5401,Técnica completa,30-45,False
3199692,20-01-2020,48,6101,Técnica completa,45-60,False
3199722,29-01-2020,50,13501,Media incompleta (incluyendo Media Técnica),45-60,False
3199743,25-01-2020,73,6108,Media completa. Técnica incompleta,>=60,False
3199791,,,5401,Técnica completa,0-15,False
3199817,,,1,,0-15,False
3199937,24-01-2020,19,4301,Media completa. Técnica incompleta,15-30,False
3200479,26-01-2020,,6108,Universitaria incompleta. Técnica completa,0-15,False
3200517,27-01-2020,49,6108,Universitaria incompleta. Técnica completa,45-60,False
3200722,27-01-2020,,6101,Media completa. Técnica incompleta,0-15,False
3200743,,,1,,0-15,False
3200759,27-01-2020,40,6101,Técnica completa,30-45,False
3200786,,,1,,0-15,False
3200789,,,1,,0-15,False
3200815,27-01-2020,,6101,Media completa. Técnica incompleta,0-15,False
3200836,27-01-2020,50,6101,Universitaria incompleta. Técnica completa,45-60,False
3200859,27-01-2020,,6101,Educación básica incompleta o inferior,0-15,False
3200919,27-01-2020,61,6101,Universitaria incompleta. Técnica completa,>=60,False
3200942,27-01-2020,64,6101,Media completa. Técnica incompleta,>=60,False
3200974,27-01-2020,33,6101,Universitaria incompleta. Técnica completa,30-45,False
3200996,27-01-2020,31,6101,Universitaria completa,30-45,False
3200997,29-01-2020,45,10109,Técnica completa,45-60,False
3201044,,,1,,0-15,False
3201067,27-01-2020,19,6101,Media completa. Técnica incompleta,15-30,False
3201085,27-01-2020,55,6101,Universitaria incompleta. Técnica completa,45-60,False
3201094,27-01-2020,57,6101,Media completa. Técnica incompleta,45-60,False
3201109,27-01-2020,54,6101,Media completa. Técnica incompleta,45-60,False
3201122,,21,6101,Universitaria incompleta. Técnica completa,15-30,False
3201157,21-01-2020,45,1402,Técnica completa,45-60,False
3201170,21-01-2020,29,1402,Técnica completa,15-30,False
3201186,17-01-2020,43,1402,Universitaria completa,30-45,False
3201206,,,1,,0-15,False
3201233,16-01-2020,35,1402,Media completa. Técnica incompleta,30-45,False
3201261,21-01-2020,20,1402,Media incompleta (incluyendo Media Técnica),15-30,False
3201275,,,1,,0-15,False
3201298,21-01-2020,43,1402,Media completa. Técnica incompleta,30-45,False
3201326,21-01-2020,27,1402,Media completa. Técnica incompleta,15-30,False
3201338,,63,10404,Media completa. Técnica incompleta,>=60,False
3201372,28-01-2020,30,6101,Media completa. Técnica incompleta,30-45,False
3201401,28-01-2020,,6101,Media completa. Técnica incompleta,0-15,False
3201402,,,1,,0-15,False
3201444,,,1,,0-15,False
3201453,,22,10105,Media completa. Técnica incompleta,15-30,False
3201469,20-01-2020,18,6101,Media completa. Técnica incompleta,15-30,False
3201482,28-01-2020,42,12101,Media completa. Técnica incompleta,30-45,False
3201506,18-01-2020,53,12101,Media incompleta (incluyendo Media Técnica),45-60,False
3201515,28-01-2020,48,6101,Básica completa,45-60,False
3201533,28-01-2020,44,6101,Universitaria incompleta. Técnica completa,30-45,False
3201555,28-01-2020,74,6101,Media completa. Técnica incompleta,>=60,False
3201560,28-01-2020,62,12101,Media completa. Técnica incompleta,>=60,False
3201562,,,1,,0-15,False
3201572,28-01-2020,30,6115,Técnica completa,30-45,False
3201579,25-01-2020,25,12101,Universitaria incompleta. Técnica completa,15-30,False
3201597,25-01-2020,35,12101,Técnica completa,30-45,False
3201615,16-01-2020,53,1402,Media completa. Técnica incompleta,45-60,False
3201621,28-01-2020,32,12101,Media completa. Técnica incompleta,30-45,False
3201642,23-01-2020,16,12101,Media incompleta (incluyendo Media Técnica),15-30,False
3201647,16-01-2020,55,1402,Media completa. Técnica incompleta,45-60,False
3201662,20-01-2020,49,12101,,45-60,False
3201675,16-01-2020,53,1402,Básica completa,45-60,False
3201676,28-01-2020,61,6101,Media completa. Técnica incompleta,>=60,False
3201689,,,1,,0-15,False
3201702,16-01-2020,71,1402,Educación básica incompleta o inferior,>=60,False
3201704,28-01-2020,62,6113,Media incompleta (incluyendo Media Técnica),>=60,False
3201717,16-01-2020,53,1402,Educación básica incompleta o inferior,45-60,False
3201718,28-01-2020,70,6113,Media completa. Técnica incompleta,>=60,False
3201731,27-01-2020,34,12101,Técnica completa,30-45,False
3201736,16-01-2020,60,1402,Media incompleta (incluyendo Media Técnica),>=60,False
3201740,28-01-2020,60,6101,Media completa. Técnica incompleta,>=60,False
3201748,27-01-2020,32,12101,Técnica completa,30-45,False
3201764,16-01-2020,53,1402,Media completa. Técnica incompleta,45-60,False
3201766,28-01-2020,42,6113,Media incompleta (incluyendo Media Técnica),30-45,False
3201807,16-01-2020,36,1402,Técnica completa,30-45,False
3201825,28-01-2020,66,1,Media completa. Técnica incompleta,>=60,False
3201843,16-01-2020,,1402,Media completa. Técnica incompleta,0-15,False
3201857,28-01-2020,41,6103,Media completa. Técnica incompleta,30-45,False
3201871,,,1,,0-15,False
3201878,28-01-2020,66,6103,Técnica completa,>=60,False
3201888,,78,1402,Básica completa,>=60,False
3201896,29-01-2020,28,10109,Media incompleta (incluyendo Media Técnica),15-30,False
3201900,28-01-2020,50,6103,Media completa. Técnica incompleta,45-60,False
3201902,,,1,,0-15,False
3201937,28-01-2020,59,6103,Educación básica incompleta o inferior,45-60,False
3201950,,,1,,0-15,False
3201956,,56,6103,Universitaria incompleta. Técnica completa,45-60,False
3201962,,,1,,0-15,False
3201969,16-01-2020,55,1402,Media completa. Técnica incompleta,45-60,False
3201986,28-01-2020,65,6117,Universitaria incompleta. Técnica completa,>=60,False
3201998,25-01-2020,39,7301,Media completa. Técnica incompleta,30-45,False
3202001,17-01-2020,53,1402,Media completa. Técnica incompleta,45-60,False
3202022,17-01-2020,62,10201,Universitaria incompleta. Técnica completa,>=60,False
3202039,28-01-2020,70,6117,Universitaria completa,>=60,False
3202051,16-01-2020,60,1,Básica completa,>=60,False
3202067,28-01-2020,69,6117,Media completa. Técnica incompleta,>=60,False
3202084,17-01-2020,68,1402,Media completa. Técnica incompleta,>=60,False
3202093,28-01-2020,71,6117,Universitaria completa,>=60,False
3202109,16-01-2020,69,1402,Media completa. Técnica incompleta,>=60,False
3202113,28-01-2020,61,6117,Técnica completa,>=60,False
3202123,17-01-2020,62,1402,Media completa. Técnica incompleta,>=60,False
3202133,,,1,,0-15,False
3202156,16-01-2020,19,1402,Media incompleta (incluyendo Media Técnica),15-30,False
3202160,28-01-2020,37,6117,Técnica completa,30-45,False
3202174,17-01-2020,49,1402,Técnica completa,45-60,False
3202178,28-01-2020,50,6117,Universitaria completa,45-60,False
3202201,17-01-2020,55,1402,Universitaria incompleta. Técnica completa,45-60,False
3202208,28-01-2020,62,6117,Técnica completa,>=60,False
3202235,,,1,,0-15,False
3202278,25-01-2020,29,7301,,15-30,False
3202301,23-01-2020,59,6111,Básica completa,45-60,False
3202314,23-01-2020,48,6111,Media completa. Técnica incompleta,45-60,False
3202324,23-01-2020,38,6111,Técnica completa,30-45,False
3202336,23-01-2020,24,6111,Técnica completa,15-30,False
3202340,,,1,,0-15,False
3202344,28-01-2020,50,1101,Universitaria incompleta. Técnica completa,45-60,False
3202350,22-01-2020,56,1,Básica completa,45-60,False
3202368,22-01-2020,26,6116,Universitaria incompleta. Técnica completa,15-30,False
3202384,22-01-2020,25,6116,Educación básica incompleta o inferior,15-30,False
3202397,22-01-2020,30,6116,Técnica completa,30-45,False
3202408,22-01-2020,52,6111,Media completa. Técnica incompleta,45-60,False
3202419,25-01-2020,48,8301,Universitaria incompleta. Técnica completa,45-60,False
3202432,22-01-2020,44,6111,Educación básica incompleta o inferior,30-45,False
3202443,22-01-2020,40,6111,Media incompleta (incluyendo Media Técnica),30-45,False
3202462,22-01-2020,55,6111,Educación básica incompleta o inferior,45-60,False
3202472,29-01-2020,42,1101,Técnica completa,30-45,False
3202478,,,1,,0-15,False
3202482,02-01-2020,34,6111,,30-45,False
3202497,22-01-2020,44,6111,Básica completa,30-45,False
3202505,22-01-2020,34,6111,Media incompleta (incluyendo Media Técnica),30-45,False
3202521,27-01-2020,33,6111,Técnica completa,30-45,False
3202537,26-01-2020,18,6111,Media completa. Técnica incompleta,15-30,False
3202556,22-01-2020,36,6111,Universitaria incompleta. Técnica completa,30-45,False
3202557,,,1,,0-15,False
3202569,27-01-2020,79,6111,Educación básica incompleta o inferior,>=60,False
3202581,27-01-2020,58,6111,Media incompleta (incluyendo Media Técnica),45-60,False
3202593,25-01-2020,24,13130,Técnica completa,15-30,False
3202637,26-01-2020,27,15101,Universitaria incompleta. Técnica completa,15-30,False
3202713,24-01-2020,19,6101,Media completa. Técnica incompleta,15-30,False
3202754,21-01-2020,77,6106,Media completa. Técnica incompleta,>=60,False
3202783,22-01-2020,31,6101,Técnica completa,30-45,False
3202838,24-01-2020,21,6101,Media completa. Técnica incompleta,15-30,False
3202848,25-01-2020,38,5701,Universitaria incompleta. Técnica completa,30-45,False
3202850,23-01-2020,,1401,,0-15,False
3202892,,,1,,0-15,False
3202898,24-01-2020,,1401,,0-15,False
3202933,25-01-2020,20,13125,Universitaria incompleta. Técnica completa,15-30,False
3202940,21-01-2020,,6101,Media incompleta (incluyendo Media Técnica),0-15,False
3202944,20-01-2020,21,1,,15-30,False
3202968,,,1,Universitaria incompleta. Técnica completa,0-15,False
3202986,25-01-2020,20,13119,Universitaria incompleta. Técnica completa,15-30,False
3202999,21-01-2020,,1401,,0-15,False
3203030,22-01-2020,53,6101,Media completa. Técnica incompleta,45-60,False
3203038,25-01-2020,29,13119,Técnica completa,15-30,False
3203043,,,1,,0-15,False
3203070,24-01-2020,,1401,Media completa. Técnica incompleta,0-15,False
3203071,,,1,Universitaria incompleta. Técnica completa,0-15,False
3203196,21-01-2020,61,6101,Media completa. Técnica incompleta,>=60,False
3203225,20-01-2020,52,6101,Media completa. Técnica incompleta,45-60,False
3203338,23-01-2020,,1,Media completa. Técnica incompleta,0-15,False
3203339,20-01-2020,30,10105,Técnica completa,30-45,False
3203346,20-01-2020,21,13119,Media incompleta (incluyendo Media Técnica),15-30,False
3203350,27-01-2020,54,6117,Técnica completa,45-60,False
3203366,23-01-2020,73,1,Media incompleta (incluyendo Media Técnica),>=60,False
3203369,21-01-2020,45,6101,Media completa. Técnica incompleta,45-60,False
3203379,23-01-2020,74,6301,Media incompleta (incluyendo Media Técnica),>=60,False
3203392,23-01-2020,55,6301,Básica completa,45-60,False
3203401,28-01-2020,,9121,Técnica completa,0-15,False
3203405,23-01-2020,54,1,Media incompleta (incluyendo Media Técnica),45-60,False
3203413,23-01-2020,84,6301,Educación básica incompleta o inferior,>=60,False
3203418,27-01-2020,26,6301,,15-30,False
3203427,23-01-2020,32,6301,Media incompleta (incluyendo Media Técnica),30-45,False
3203430,,,1,,0-15,False
3203440,23-01-2020,60,6301,Media completa. Técnica incompleta,>=60,False
3203453,23-01-2020,68,6301,Educación básica incompleta o inferior,>=60,False
3203457,24-01-2020,58,6101,Media completa. Técnica incompleta,45-60,False
3203459,29-01-2020,50,1,Media incompleta (incluyendo Media Técnica),45-60,False
3203461,28-01-2020,57,10108,Básica completa,45-60,False
3203471,25-01-2020,68,6301,Básica completa,>=60,False
3203474,27-01-2020,23,6109,Media completa. Técnica incompleta,15-30,False
3203483,23-01-2020,53,1,Media incompleta (incluyendo Media Técnica),45-60,False
3203496,28-01-2020,,10108,Media completa. Técnica incompleta,0-15,False
3203505,23-01-2020,55,6301,Educación básica incompleta o inferior,45-60,False
3203506,,,1,,0-15,False
3203508,28-01-2020,17,9121,Media incompleta (incluyendo Media Técnica),15-30,False
3203516,22-01-2020,71,6101,Técnica completa,>=60,False
3203524,13-01-2020,63,1,Media incompleta (incluyendo Media Técnica),>=60,False
3203535,28-01-2020,,10108,Básica completa,0-15,False
3203541,23-01-2020,51,6301,Educación básica incompleta o inferior,45-60,False
3203552,20-01-2020,34,6101,Técnica completa,30-45,False
3203575,23-01-2020,62,6301,Media completa. Técnica incompleta,>=60,False
3203580,29-01-2020,72,13501,Media incompleta (incluyendo Media Técnica),>=60,False
3203596,23-01-2020,58,1,Media completa. Técnica incompleta,45-60,False
3203597,20-01-2020,80,6106,Media completa. Técnica incompleta,>=60,False
3203623,23-01-2020,59,6301,Básica completa,45-60,False
3203644,29-01-2020,29,10403,Media completa. Técnica incompleta,15-30,False
3203648,23-01-2020,56,6301,Media incompleta (incluyendo Media Técnica),45-60,False
3203667,29-01-2020,52,4301,Media incompleta (incluyendo Media Técnica),45-60,False
3203669,23-01-2020,60,1,Media incompleta (incluyendo Media Técnica),>=60,False
3203672,25-01-2020,29,8101,Técnica completa,15-30,False
3203692,23-01-2020,60,6301,Educación básica incompleta o inferior,>=60,False
3203704,,68,4301,Educación básica incompleta o inferior,>=60,False
3203707,23-01-2020,60,6301,Básica completa,>=60,False
3203739,,54,4301,Educación básica incompleta o inferior,45-60,False
3203745,21-01-2020,,1405,,0-15,False
3203751,27-01-2020,39,6101,Técnica completa,30-45,False
3203796,25-01-2020,46,16101,Técnica completa,45-60,False
3203810,23-01-2020,48,6301,Media completa. Técnica incompleta,45-60,False
3203816,21-01-2020,,1405,Media completa. Técnica incompleta,0-15,False
3203819,28-01-2020,82,9121,Técnica completa,>=60,False
3203825,23-01-2020,62,6301,Media completa. Técnica incompleta,>=60,False
3203835,23-01-2020,63,6301,Media incompleta (incluyendo Media Técnica),>=60,False
3203836,21-01-2020,,1405,,0-15,False
3203845,25-01-2020,31,13101,Técnica completa,30-45,False
3203850,23-01-2020,62,6301,Media completa. Técnica incompleta,>=60,False
3203859,,61,6301,Media incompleta (incluyendo Media Técnica),>=60,False
3203866,,,1405,,0-15,False
3203867,28-01-2020,,10108,Básica completa,0-15,False
3203877,23-01-2020,51,6301,Media incompleta (incluyendo Media Técnica),45-60,False
3203880,29-01-2020,49,10101,Universitaria incompleta. Técnica completa,45-60,False
3203884,17-01-2020,54,11101,Media completa. Técnica incompleta,45-60,False
3203887,23-01-2020,55,6301,Básica completa,45-60,False
3203897,,77,6301,Básica completa,>=60,False
3203908,28-01-2020,29,10108,Básica completa,15-30,False
3203913,28-01-2020,38,9121,Media completa. Técnica incompleta,30-45,False
3203924,23-01-2020,55,1,Media completa. Técnica incompleta,45-60,False
3203932,23-01-2020,59,6301,Media completa. Técnica incompleta,45-60,False
3203933,28-01-2020,,10108,Universitaria incompleta. Técnica completa,0-15,False
3203946,23-01-2020,50,6301,Media completa. Técnica incompleta,45-60,False
3203950,28-01-2020,30,9121,Técnica completa,30-45,False
3203957,23-01-2020,36,6301,Media incompleta (incluyendo Media Técnica),30-45,False
3203965,17-01-2020,29,11101,Educación básica incompleta o inferior,15-30,False
3203971,23-01-2020,57,6301,Media completa. Técnica incompleta,45-60,False
3203974,28-01-2020,,10108,Universitaria incompleta. Técnica completa,0-15,False
3203988,29-01-2020,51,4301,Técnica completa,45-60,False
3203989,23-01-2020,63,6301,Educación básica incompleta o inferior,>=60,False
3204006,23-01-2020,30,6301,Media completa. Técnica incompleta,30-45,False
3204011,28-01-2020,60,10108,Técnica completa,>=60,False
3204030,21-01-2020,,1404,Técnica completa,0-15,False
3204038,29-01-2020,37,4301,Técnica completa,30-45,False
3204042,27-01-2020,65,6101,Técnica completa,>=60,False
3204045,21-01-2020,44,3301,Técnica completa,30-45,False
3204081,,,1,,0-15,False
3204083,25-01-2020,45,13202,Media completa. Técnica incompleta,45-60,False
3204121,28-01-2020,56,10108,Media completa. Técnica incompleta,45-60,False
3204146,18-01-2020,63,11101,Básica completa,>=60,False
3204148,28-01-2020,,10108,Media completa. Técnica incompleta,0-15,False
3204152,,,1,,0-15,False
3204168,28-01-2020,61,10108,Técnica completa,>=60,False
3204184,25-01-2020,46,16103,Técnica completa,45-60,False
3204204,,,1,,0-15,False
3204216,28-01-2020,57,10108,Universitaria incompleta. Técnica completa,45-60,False
3204231,,,1,,0-15,False
3204256,22-01-2020,39,3301,Técnica completa,30-45,False
3204257,28-01-2020,34,10108,Universitaria incompleta. Técnica completa,30-45,False
3204287,29-01-2020,21,8101,Universitaria incompleta. Técnica completa,15-30,False
3204294,28-01-2020,60,10108,Media completa. Técnica incompleta,>=60,False
3204302,22-01-2020,38,3301,Técnica completa,30-45,False
3204323,,,1,Media completa. Técnica incompleta,0-15,False
3204330,22-01-2020,34,3301,Técnica completa,30-45,False
3204342,25-01-2020,21,8110,Universitaria incompleta. Técnica completa,15-30,False
3204366,28-01-2020,93,10108,Media incompleta (incluyendo Media Técnica),>=60,False
3204372,22-01-2020,29,3301,Técnica completa,15-30,False
3204387,24-01-2020,44,3301,Técnica completa,30-45,False
3204395,25-01-2020,50,10101,Media completa. Técnica incompleta,45-60,False
3204400,,25,9121,Universitaria incompleta. Técnica completa,15-30,False
3204406,10-01-2020,42,10101,Técnica completa,30-45,False
3204411,21-01-2020,47,3301,Técnica completa,45-60,False
3204433,15-01-2020,32,10108,Media completa. Técnica incompleta,30-45,False
3204450,21-01-2020,31,3301,Técnica completa,30-45,False
3204478,21-01-2020,,1405,,0-15,False
3204490,21-01-2020,55,3301,Media completa. Técnica incompleta,45-60,False
3204507,24-01-2020,47,3301,Universitaria incompleta. Técnica completa,45-60,False
3204513,24-01-2020,,1401,,0-15,False
3204521,21-01-2020,25,3301,Universitaria incompleta. Técnica completa,15-30,False
3204525,15-01-2020,38,10101,Media completa. Técnica incompleta,30-45,False
3204547,21-01-2020,53,3301,Media completa. Técnica incompleta,45-60,False
3204548,17-01-2020,50,1402,Media incompleta (incluyendo Media Técnica),45-60,False
3204554,,,1,Media completa. Técnica incompleta,0-15,False
3204559,25-01-2020,57,10101,Técnica completa,45-60,False
3204576,21-01-2020,41,3301,Universitaria completa,30-45,False
3204592,,55,10101,Universitaria incompleta. Técnica completa,45-60,False
3204595,16-01-2020,30,1402,Básica completa,30-45,False
3204598,21-01-2020,60,3301,Técnica completa,>=60,False
3204611,,,1,,0-15,False
3204617,21-01-2020,60,3301,Técnica completa,>=60,False
3204622,16-01-2020,60,1402,Educación básica incompleta o inferior,>=60,False
3204634,23-01-2020,54,3301,Media completa. Técnica incompleta,45-60,False
3204645,23-01-2020,,1404,,0-15,False
3204666,23-01-2020,,1405,Media completa. Técnica incompleta,0-15,False
3204672,25-01-2020,49,10101,Universitaria incompleta. Técnica completa,45-60,False
3204682,24-01-2020,46,10101,Técnica completa,45-60,False
3204691,24-01-2020,34,10101,Media incompleta (incluyendo Media Técnica),30-45,False
3204692,23-01-2020,,1401,Media completa. Técnica incompleta,0-15,False
3204698,24-01-2020,47,10101,Media completa. Técnica incompleta,45-60,False
3204701,,36,10101,Media completa. Técnica incompleta,30-45,False
3204704,,,1,,0-15,False
3204710,,,1,,0-15,False
3204711,25-01-2020,50,5804,Media completa. Técnica incompleta,45-60,False
3204716,,31,10101,Universitaria incompleta. Técnica completa,30-45,False
3204720,,43,10101,Media completa. Técnica incompleta,30-45,False
3204722,23-01-2020,,1401,Educación básica incompleta o inferior,0-15,False
3204743,23-01-2020,,1401,Técnica completa,0-15,False
3204746,,46,5801,Universitaria incompleta. Técnica completa,45-60,False
3204752,23-01-2020,48,6301,Media completa. Técnica incompleta,45-60,False
3204765,21-01-2020,,1405,Media completa. Técnica incompleta,0-15,False
3204791,18-01-2020,29,11101,Básica completa,15-30,False
3204794,20-01-2020,28,1405,Universitaria completa,15-30,False
3204797,28-02-2020,32,9121,Media completa. Técnica incompleta,30-45,False
3204802,20-01-2020,55,3301,Media completa. Técnica incompleta,45-60,False
3204821,20-01-2020,49,1405,Media completa. Técnica incompleta,45-60,False
3204825,25-01-2020,36,5804,Universitaria incompleta. Técnica completa,30-45,False
3204831,,,1,,0-15,False
3204849,27-01-2020,39,6101,Media completa. Técnica incompleta,30-45,False
3204852,20-01-2020,26,3301,Universitaria incompleta. Técnica completa,15-30,False
3204873,27-01-2020,40,6101,Media completa. Técnica incompleta,30-45,False
3204894,26-01-2020,29,6101,Media incompleta (incluyendo Media Técnica),15-30,False
3204899,25-01-2020,23,14202,Universitaria incompleta. Técnica completa,15-30,False
3204904,20-01-2020,50,1405,Media incompleta (incluyendo Media Técnica),45-60,False
3204914,25-01-2020,48,6101,Educación básica incompleta o inferior,45-60,False
3204927,25-01-2020,29,6101,Media completa. Técnica incompleta,15-30,False
3204935,20-01-2020,37,3301,Técnica completa,30-45,False
3204937,26-01-2020,36,1,Media incompleta (incluyendo Media Técnica),30-45,False
3204940,18-01-2020,66,1101,Media completa. Técnica incompleta,>=60,False
3204953,27-01-2020,47,6101,Media incompleta (incluyendo Media Técnica),45-60,False
